Marca,Modelo,Ano,Combustível,Quilometragem,Cidade,Problema,Custo Estimado
FIAT,TORO,2014,Diesel,44498,Salvador,velas_de_ignicao,105.74
HONDA,FIT,2012,Etanol,116251,Belo Horizonte,velas_de_ignicao,135.28
VOLKSWAGEN,POLO,2022,Diesel,40985,Salvador,velas_de_ignicao,80.04
FIAT,MOBI,2021,Diesel,294153,Belo Horizonte,bateria,1114.04
CHEVROLET,ONIX,2021,Diesel,17718,Rio de Janeiro,cambio,2263.74
HONDA,FIT,2020,Etanol,278849,Salvador,transmissao,900.43
FIAT,TORO,2021,Diesel,62598,Rio de Janeiro,velas_de_ignicao,88.38
HONDA,FIT,2008,Etanol,274383,Rio de Janeiro,pastilhas_de_freio,382.92
FIAT,TORO,2008,Gasolina,46665,Rio de Janeiro,velas_de_ignicao,125.18
FIAT,TORO,2014,Etanol,294418,Rio de Janeiro,cambio,5333.25
CHEVROLET,ONIX,2009,Gasolina,146075,São Paulo,superaquecimento_motor,1570.56
HONDA,FIT,2023,Etanol,161938,Manaus,bateria,801.98
FIAT,MOBI,2009,Diesel,153060,Curitiba,superaquecimento_motor,1595.15
CHEVROLET,ONIX,2007,Etanol,221516,São Paulo,velas_de_ignicao,193.03
CHEVROLET,SPIN,2023,Diesel,136746,Belo Horizonte,cambio,2881.31
FORD,KA,2015,Gasolina,201610,Belo Horizonte,velas_de_ignicao,149.44
FORD,KA,2016,Etanol,66446,Manaus,superaquecimento_motor,1058.62
HONDA,CIVIC,2004,Diesel,29072,Curitiba,cambio,3820.89
FIAT,TORO,2003,Gasolina,33717,Curitiba,bateria,1042.87
FIAT,TORO,2017,Gasolina,218417,Curitiba,bateria,1116.04
VOLKSWAGEN,POLO,2023,Etanol,157723,Rio de Janeiro,velas_de_ignicao,103.31
CHEVROLET,ONIX,2018,Gasolina,109525,São Paulo,bateria,853.18
FORD,KA,2003,Diesel,213092,Belo Horizonte,alinhamento,320.68
VOLKSWAGEN,JETTA,2006,Gasolina,4646,São Paulo,cambio,3376.49
CHEVROLET,SPIN,2009,Gasolina,175403,São Paulo,cambio,4892.69
CHEVROLET,SPIN,2017,Diesel,284329,São Paulo,bateria,1257.93
FIAT,TORO,2018,Gasolina,229728,Curitiba,cambio,4193.68
FIAT,TORO,2003,Gasolina,52107,Manaus,superaquecimento_motor,1430.43
HONDA,FIT,2009,Gasolina,244865,Manaus,transmissao,1180.54
FORD,FIESTA,2000,Gasolina,279707,Curitiba,superaquecimento_motor,2512.06
VOLKSWAGEN,POLO,2022,Diesel,70729,Belo Horizonte,pastilhas_de_freio,160.65
VOLKSWAGEN,POLO,2017,Gasolina,277845,Belo Horizonte,alinhamento,248.79
CHEVROLET,ONIX,2004,Diesel,200144,Belo Horizonte,transmissao,1222.57
FORD,FIESTA,2014,Gasolina,215494,Manaus,velas_de_ignicao,158.23
VOLKSWAGEN,POLO,2016,Gasolina,252615,Manaus,cambio,4666.53
FIAT,MOBI,2002,Gasolina,128331,São Paulo,pastilhas_de_freio,328.39
HONDA,CIVIC,2011,Gasolina,160482,Curitiba,pastilhas_de_freio,283.96
VOLKSWAGEN,POLO,2001,Diesel,99280,Rio de Janeiro,alinhamento,260.64
FORD,KA,2000,Diesel,189787,São Paulo,transmissao,1306.1
CHEVROLET,ONIX,2022,Diesel,38665,Salvador,pastilhas_de_freio,146.75
VOLKSWAGEN,POLO,2020,Etanol,278101,Manaus,transmissao,899.27
CHEVROLET,ONIX,2016,Gasolina,259285,São Paulo,transmissao,994.28
VOLKSWAGEN,JETTA,2021,Gasolina,163947,Curitiba,bateria,869.9
CHEVROLET,SPIN,2015,Diesel,113828,Salvador,pastilhas_de_freio,227.61
FIAT,TORO,2004,Etanol,132698,São Paulo,transmissao,1057.71
FORD,KA,2014,Gasolina,90815,Curitiba,alinhamento,184.55
FIAT,MOBI,2002,Diesel,194894,Curitiba,pastilhas_de_freio,379.42
VOLKSWAGEN,JETTA,2006,Gasolina,203485,Manaus,alinhamento,293.7
FORD,FIESTA,2010,Gasolina,164714,Rio de Janeiro,alinhamento,245.27
VOLKSWAGEN,JETTA,2009,Diesel,32356,São Paulo,transmissao,720.1
HONDA,FIT,2008,Diesel,265953,Curitiba,transmissao,1257.67
HONDA,FIT,2013,Gasolina,297019,Belo Horizonte,bateria,1451.09
VOLKSWAGEN,POLO,2012,Gasolina,241121,Curitiba,cambio,5140.65
VOLKSWAGEN,POLO,2001,Diesel,271609,Rio de Janeiro,bateria,1865.67
FORD,FIESTA,2002,Gasolina,197167,Curitiba,pastilhas_de_freio,381.16
FIAT,MOBI,2006,Gasolina,196322,Manaus,bateria,1447.61
FORD,KA,2020,Diesel,15250,São Paulo,velas_de_ignicao,79.69
CHEVROLET,SPIN,2017,Gasolina,46023,Manaus,pastilhas_de_freio,178.78
FORD,KA,2002,Gasolina,101350,São Paulo,alinhamento,256.42
FORD,KA,2009,Etanol,177696,Salvador,bateria,1293.76
CHEVROLET,ONIX,2021,Diesel,16427,São Paulo,bateria,593.3
FIAT,MOBI,2006,Etanol,210084,Salvador,cambio,5653.43
CHEVROLET,ONIX,2008,Etanol,134511,Manaus,bateria,1206.97
HONDA,FIT,2016,Etanol,218403,Belo Horizonte,transmissao,921.61
FORD,FIESTA,2010,Gasolina,78672,Rio de Janeiro,alinhamento,199.85
FIAT,TORO,2006,Gasolina,17300,Belo Horizonte,bateria,925.46
VOLKSWAGEN,POLO,2023,Etanol,19659,Salvador,superaquecimento_motor,721.45
CHEVROLET,ONIX,2013,Etanol,162475,Curitiba,superaquecimento_motor,1461.29
VOLKSWAGEN,POLO,2018,Etanol,245259,Curitiba,alinhamento,227.19
CHEVROLET,SPIN,2003,Gasolina,10360,Belo Horizonte,bateria,969.88
HONDA,FIT,2005,Etanol,283568,Curitiba,cambio,6621.88
VOLKSWAGEN,JETTA,2009,Etanol,98035,Salvador,velas_de_ignicao,140.14
FORD,KA,2006,Diesel,48791,Manaus,cambio,3865.77
FIAT,TORO,2012,Diesel,199867,Rio de Janeiro,velas_de_ignicao,162.46
CHEVROLET,SPIN,2013,Gasolina,274444,São Paulo,pastilhas_de_freio,335.09
FIAT,MOBI,2003,Diesel,33370,Salvador,pastilhas_de_freio,250.03
CHEVROLET,ONIX,2007,Diesel,200903,Salvador,cambio,5419.49
VOLKSWAGEN,JETTA,2004,Diesel,27209,São Paulo,bateria,999.81
VOLKSWAGEN,POLO,2000,Gasolina,283071,São Paulo,cambio,7385.57
FORD,FIESTA,2003,Diesel,34579,Rio de Janeiro,pastilhas_de_freio,250.93
CHEVROLET,ONIX,2002,Gasolina,271176,Rio de Janeiro,transmissao,1459.67
FIAT,MOBI,2008,Etanol,93254,Rio de Janeiro,velas_de_ignicao,142.01
HONDA,CIVIC,2007,Diesel,113528,Curitiba,alinhamento,235.48
HONDA,CIVIC,2000,Gasolina,223274,Salvador,cambio,6628.14
VOLKSWAGEN,JETTA,2005,Diesel,238292,Manaus,bateria,1607.4
HONDA,FIT,2008,Etanol,181026,São Paulo,bateria,1336.18
HONDA,FIT,2006,Gasolina,248342,Salvador,superaquecimento_motor,2079.13
VOLKSWAGEN,JETTA,2003,Gasolina,219437,Salvador,velas_de_ignicao,211.02
FORD,KA,2012,Gasolina,278076,Rio de Janeiro,velas_de_ignicao,187.87
HONDA,CIVIC,2016,Etanol,287858,Rio de Janeiro,velas_de_ignicao,169.83
VOLKSWAGEN,POLO,2001,Etanol,57803,Salvador,cambio,4437.75
FORD,KA,2004,Etanol,133624,Rio de Janeiro,pastilhas_de_freio,317.99
VOLKSWAGEN,POLO,2011,Gasolina,56627,Curitiba,transmissao,733.07
HONDA,FIT,2020,Etanol,177059,São Paulo,cambio,3524.94
FIAT,MOBI,2007,Diesel,45380,Salvador,alinhamento,196.67
FORD,KA,2005,Etanol,160322,São Paulo,pastilhas_de_freio,329.9
FORD,FIESTA,2007,Gasolina,199416,Curitiba,cambio,5403.4
FIAT,TORO,2017,Diesel,146367,Rio de Janeiro,transmissao,768.74
VOLKSWAGEN,POLO,2002,Etanol,272667,Belo Horizonte,velas_de_ignicao,237.82
FIAT,TORO,2021,Diesel,259125,Curitiba,transmissao,838.69
CHEVROLET,SPIN,2011,Diesel,13769,Belo Horizonte,pastilhas_de_freio,193.49
VOLKSWAGEN,JETTA,2002,Gasolina,112035,São Paulo,cambio,5001.65
CHEVROLET,SPIN,2021,Diesel,175717,Salvador,velas_de_ignicao,115.96
HONDA,FIT,2005,Diesel,221815,Rio de Janeiro,cambio,5921.15
VOLKSWAGEN,JETTA,2001,Gasolina,231832,Curitiba,pastilhas_de_freio,416.6
CHEVROLET,SPIN,2022,Gasolina,156629,Rio de Janeiro,alinhamento,164.89
VOLKSWAGEN,POLO,2011,Gasolina,234799,Belo Horizonte,velas_de_ignicao,178.64
FIAT,TORO,2001,Diesel,168157,Belo Horizonte,transmissao,1222.41
CHEVROLET,ONIX,2005,Diesel,144542,Manaus,pastilhas_de_freio,318.59
VOLKSWAGEN,POLO,2016,Diesel,118643,Salvador,superaquecimento_motor,1209.41
FIAT,MOBI,2002,Gasolina,210154,Belo Horizonte,transmissao,1303.73
FIAT,TORO,2001,Etanol,137877,Salvador,transmissao,1143.35
VOLKSWAGEN,POLO,2022,Diesel,213396,Manaus,velas_de_ignicao,120.51
VOLKSWAGEN,POLO,2019,Etanol,225956,Curitiba,cambio,4025.02
FIAT,MOBI,2007,Gasolina,181844,Manaus,bateria,1371.92
VOLKSWAGEN,POLO,2021,Diesel,101422,Salvador,transmissao,602.13
VOLKSWAGEN,JETTA,2011,Etanol,268774,Belo Horizonte,pastilhas_de_freio,350.74
FORD,FIESTA,2003,Diesel,277845,São Paulo,superaquecimento_motor,2347.5
CHEVROLET,SPIN,2004,Diesel,145931,Salvador,alinhamento,272.51
CHEVROLET,SPIN,2012,Diesel,117556,Rio de Janeiro,superaquecimento_motor,1357.06
FIAT,MOBI,2014,Etanol,228495,São Paulo,pastilhas_de_freio,299.48
HONDA,FIT,2022,Gasolina,254809,Salvador,velas_de_ignicao,130.23
HONDA,CIVIC,2015,Diesel,205384,Rio de Janeiro,pastilhas_de_freio,277.96
CHEVROLET,SPIN,2009,Gasolina,15021,Manaus,bateria,853.18
FIAT,TORO,2022,Gasolina,200935,São Paulo,bateria,904.47
HONDA,CIVIC,2015,Etanol,204222,Salvador,bateria,1155.51
HONDA,CIVIC,2011,Etanol,64361,Curitiba,transmissao,748.96
VOLKSWAGEN,POLO,2016,Gasolina,272499,Manaus,velas_de_ignicao,165.39
FORD,KA,2015,Diesel,98841,Rio de Janeiro,cambio,3473.24
HONDA,CIVIC,2011,Etanol,180076,Curitiba,bateria,1233.53
FORD,KA,2007,Diesel,246300,Belo Horizonte,cambio,5910.66
CHEVROLET,SPIN,2019,Diesel,160786,Manaus,alinhamento,185.59
HONDA,FIT,2002,Diesel,17198,Manaus,alinhamento,202.65
VOLKSWAGEN,JETTA,2015,Gasolina,258466,Salvador,cambio,4863.31
FIAT,MOBI,2012,Diesel,18740,Salvador,pastilhas_de_freio,191.24
FORD,FIESTA,2022,Gasolina,265954,Rio de Janeiro,bateria,1021.86
CHEVROLET,ONIX,2018,Gasolina,258308,Manaus,transmissao,930.51
VOLKSWAGEN,JETTA,2007,Diesel,99855,Salvador,alinhamento,227.7
FORD,KA,2021,Diesel,210192,Belo Horizonte,superaquecimento_motor,1243.59
FORD,KA,2004,Diesel,288927,Salvador,velas_de_ignicao,233.93
FIAT,MOBI,2019,Diesel,121701,Manaus,superaquecimento_motor,1104.04
FIAT,TORO,2007,Gasolina,271615,São Paulo,cambio,6184.56
HONDA,FIT,2023,Diesel,110771,Curitiba,alinhamento,142.63
FORD,FIESTA,2011,Diesel,6163,Manaus,alinhamento,157.33
CHEVROLET,ONIX,2000,Gasolina,16065,Belo Horizonte,pastilhas_de_freio,252.85
FORD,KA,2020,Etanol,241262,Manaus,pastilhas_de_freio,252.59
VOLKSWAGEN,POLO,2019,Etanol,248924,Belo Horizonte,bateria,1105.47
FORD,FIESTA,2005,Gasolina,179420,Manaus,cambio,5440.09
HONDA,CIVIC,2021,Etanol,281298,Curitiba,velas_de_ignicao,141.69
CHEVROLET,ONIX,2017,Gasolina,20229,Curitiba,bateria,689.38
HONDA,CIVIC,2007,Diesel,250470,Belo Horizonte,pastilhas_de_freio,376.15
FORD,FIESTA,2006,Diesel,158069,Manaus,transmissao,1068.83
CHEVROLET,ONIX,2000,Etanol,21101,Curitiba,velas_de_ignicao,139.14
FIAT,MOBI,2020,Diesel,40391,Rio de Janeiro,transmissao,529.5
FIAT,TORO,2015,Etanol,206935,Manaus,bateria,1161.73
HONDA,CIVIC,2011,Etanol,72723,Curitiba,pastilhas_de_freio,229.85
FORD,KA,2005,Diesel,226293,São Paulo,velas_de_ignicao,204.3
FORD,KA,2019,Diesel,190477,São Paulo,bateria,987.77
CHEVROLET,ONIX,2001,Etanol,166020,Rio de Janeiro,alinhamento,304.21
VOLKSWAGEN,POLO,2013,Diesel,290604,Curitiba,bateria,1435.5
FIAT,MOBI,2003,Gasolina,197190,São Paulo,cambio,5904.13
HONDA,CIVIC,2000,Diesel,179354,Manaus,superaquecimento_motor,2077.2
VOLKSWAGEN,JETTA,2022,Diesel,91725,Salvador,alinhamento,141.46
FORD,KA,2017,Gasolina,212139,Curitiba,transmissao,882.02
VOLKSWAGEN,POLO,2012,Diesel,85779,Rio de Janeiro,alinhamento,192.89
HONDA,CIVIC,2001,Diesel,3060,Curitiba,bateria,989.15
CHEVROLET,ONIX,2008,Etanol,125806,Belo Horizonte,alinhamento,236.56
VOLKSWAGEN,JETTA,2020,Diesel,275875,Belo Horizonte,superaquecimento_motor,1455.68
CHEVROLET,SPIN,2001,Diesel,115871,São Paulo,cambio,5157.96
VOLKSWAGEN,JETTA,2008,Gasolina,20719,Belo Horizonte,bateria,890.89
VOLKSWAGEN,POLO,2000,Etanol,49116,Rio de Janeiro,superaquecimento_motor,1512.84
CHEVROLET,ONIX,2010,Etanol,26325,São Paulo,alinhamento,172.23
HONDA,FIT,2002,Etanol,14551,Rio de Janeiro,superaquecimento_motor,1306.26
HONDA,CIVIC,2019,Diesel,286422,Manaus,alinhamento,236.2
CHEVROLET,ONIX,2022,Etanol,15141,Rio de Janeiro,velas_de_ignicao,73.97
HONDA,FIT,2003,Gasolina,295759,Belo Horizonte,alinhamento,372.35
FIAT,MOBI,2017,Etanol,122058,Manaus,pastilhas_de_freio,218.06
FIAT,MOBI,2022,Gasolina,193823,Belo Horizonte,superaquecimento_motor,1159.11
VOLKSWAGEN,POLO,2005,Etanol,112684,Rio de Janeiro,cambio,4682.82
CHEVROLET,ONIX,2002,Etanol,289596,Belo Horizonte,superaquecimento_motor,2448.46
FIAT,MOBI,2021,Gasolina,50391,Belo Horizonte,transmissao,525.59
FORD,FIESTA,2010,Etanol,120288,Belo Horizonte,cambio,4214.55
CHEVROLET,SPIN,2014,Etanol,206132,Curitiba,cambio,4541.13
VOLKSWAGEN,JETTA,2021,Etanol,113535,Manaus,transmissao,620.3
HONDA,FIT,2004,Diesel,142770,Manaus,pastilhas_de_freio,324.7
VOLKSWAGEN,JETTA,2019,Gasolina,239947,Manaus,superaquecimento_motor,1413.61
CHEVROLET,SPIN,2009,Etanol,86711,Rio de Janeiro,cambio,3979.9
HONDA,CIVIC,2011,Gasolina,264509,Salvador,superaquecimento_motor,1885.62
CHEVROLET,ONIX,2014,Gasolina,228625,Rio de Janeiro,cambio,4742.94
CHEVROLET,SPIN,2016,Gasolina,43372,Manaus,transmissao,610.44
FIAT,TORO,2009,Etanol,44134,São Paulo,transmissao,745.62
FORD,KA,2005,Etanol,299967,Belo Horizonte,alinhamento,358.31
FIAT,TORO,2017,Gasolina,71158,Belo Horizonte,bateria,799.02
CHEVROLET,ONIX,2012,Diesel,237159,Salvador,superaquecimento_motor,1745.77
FIAT,MOBI,2002,Gasolina,133021,São Paulo,superaquecimento_motor,1798.24
CHEVROLET,ONIX,2023,Diesel,49396,Curitiba,cambio,2305.04
VOLKSWAGEN,JETTA,2009,Gasolina,31912,Rio de Janeiro,alinhamento,179.79
FORD,FIESTA,2013,Gasolina,56947,Curitiba,superaquecimento_motor,1127.85
CHEVROLET,ONIX,2005,Gasolina,44387,São Paulo,cambio,3907.84
VOLKSWAGEN,JETTA,2002,Etanol,278652,Salvador,pastilhas_de_freio,443.63
HONDA,CIVIC,2015,Diesel,109249,São Paulo,transmissao,750.29
FIAT,TORO,2006,Diesel,1919,Salvador,transmissao,704.48
VOLKSWAGEN,POLO,2019,Gasolina,140689,Curitiba,bateria,887.5
FORD,KA,2013,Etanol,33298,Curitiba,transmissao,648.08
FORD,FIESTA,2008,Etanol,237225,São Paulo,velas_de_ignicao,194.0
FORD,FIESTA,2014,Diesel,233725,São Paulo,pastilhas_de_freio,302.44
FORD,FIESTA,2020,Etanol,276600,Belo Horizonte,pastilhas_de_freio,269.08
VOLKSWAGEN,POLO,2002,Diesel,109599,Salvador,alinhamento,261.69
HONDA,FIT,2001,Diesel,83721,Belo Horizonte,velas_de_ignicao,162.81
FIAT,MOBI,2001,Diesel,286384,Rio de Janeiro,superaquecimento_motor,2488.06
HONDA,CIVIC,2002,Etanol,271372,Rio de Janeiro,bateria,1825.22
VOLKSWAGEN,POLO,2017,Diesel,283830,São Paulo,pastilhas_de_freio,301.65
CHEVROLET,ONIX,2013,Diesel,11920,Curitiba,velas_de_ignicao,98.56
VOLKSWAGEN,POLO,2019,Gasolina,7432,Rio de Janeiro,velas_de_ignicao,80.49
FORD,KA,2017,Diesel,110507,Rio de Janeiro,cambio,3358.18
VOLKSWAGEN,JETTA,2009,Diesel,224647,Belo Horizonte,pastilhas_de_freio,341.02
FORD,KA,2001,Gasolina,164982,Belo Horizonte,cambio,5767.07
CHEVROLET,SPIN,2021,Gasolina,121764,Rio de Janeiro,alinhamento,158.16
FIAT,MOBI,2000,Etanol,161298,São Paulo,velas_de_ignicao,199.9
VOLKSWAGEN,JETTA,2003,Diesel,204222,Belo Horizonte,transmissao,1260.56
FIAT,MOBI,2013,Etanol,112557,Rio de Janeiro,velas_de_ignicao,130.36
HONDA,CIVIC,2000,Etanol,18013,Curitiba,superaquecimento_motor,1378.06
HONDA,FIT,2013,Gasolina,21446,Belo Horizonte,pastilhas_de_freio,187.51
FORD,FIESTA,2015,Etanol,201447,Rio de Janeiro,superaquecimento_motor,1493.89
HONDA,CIVIC,2021,Diesel,102261,Salvador,alinhamento,150.85
HONDA,CIVIC,2013,Gasolina,262701,Belo Horizonte,bateria,1367.68
VOLKSWAGEN,JETTA,2019,Diesel,168461,Salvador,transmissao,754.74
FORD,FIESTA,2002,Diesel,178772,Belo Horizonte,pastilhas_de_freio,367.06
CHEVROLET,SPIN,2002,Gasolina,130878,Belo Horizonte,velas_de_ignicao,178.93
HONDA,FIT,2008,Diesel,99143,Manaus,transmissao,886.98
HONDA,FIT,2005,Gasolina,24578,Manaus,velas_de_ignicao,126.0
VOLKSWAGEN,JETTA,2012,Diesel,74779,Salvador,alinhamento,187.39
HONDA,CIVIC,2020,Gasolina,140668,São Paulo,bateria,856.85
FORD,KA,2001,Etanol,72534,Rio de Janeiro,pastilhas_de_freio,291.82
CHEVROLET,ONIX,2007,Diesel,272273,São Paulo,alinhamento,325.88
FIAT,TORO,2020,Gasolina,197118,São Paulo,alinhamento,193.32
VOLKSWAGEN,POLO,2001,Diesel,273740,Manaus,bateria,1872.62
FORD,KA,2003,Diesel,65355,Rio de Janeiro,alinhamento,228.35
VOLKSWAGEN,POLO,2014,Diesel,12974,Manaus,alinhamento,147.79
FORD,KA,2003,Gasolina,197745,Manaus,velas_de_ignicao,202.21
CHEVROLET,SPIN,2012,Etanol,251366,Manaus,cambio,5237.98
FIAT,MOBI,2011,Etanol,74442,Curitiba,superaquecimento_motor,1250.74
FIAT,MOBI,2012,Etanol,152890,São Paulo,velas_de_ignicao,147.19
CHEVROLET,ONIX,2013,Gasolina,55598,São Paulo,bateria,864.3
CHEVROLET,SPIN,2019,Etanol,133726,São Paulo,transmissao,698.78
FIAT,MOBI,2017,Gasolina,33758,Curitiba,bateria,718.51
HONDA,FIT,2005,Diesel,286348,Belo Horizonte,bateria,1750.9
VOLKSWAGEN,JETTA,2010,Diesel,127309,Salvador,bateria,1127.62
VOLKSWAGEN,POLO,2001,Etanol,166000,Salvador,bateria,1520.97
CHEVROLET,ONIX,2022,Gasolina,184681,Curitiba,alinhamento,175.02
FIAT,MOBI,2018,Diesel,30552,São Paulo,bateria,688.65
VOLKSWAGEN,JETTA,2018,Gasolina,147278,Salvador,transmissao,745.46
CHEVROLET,SPIN,2004,Gasolina,34831,Curitiba,bateria,1023.09
CHEVROLET,SPIN,2018,Diesel,43563,Manaus,velas_de_ignicao,93.05
FIAT,MOBI,2001,Gasolina,18361,Rio de Janeiro,alinhamento,207.82
CHEVROLET,ONIX,2009,Diesel,74469,Salvador,velas_de_ignicao,131.84
CHEVROLET,ONIX,2001,Diesel,25816,Rio de Janeiro,alinhamento,212.69
FORD,KA,2010,Diesel,257422,São Paulo,velas_de_ignicao,191.23
CHEVROLET,ONIX,2017,Gasolina,146691,Salvador,pastilhas_de_freio,230.79
HONDA,CIVIC,2023,Diesel,234295,Curitiba,superaquecimento_motor,1205.87
HONDA,CIVIC,2014,Gasolina,92479,Belo Horizonte,superaquecimento_motor,1204.69
FIAT,TORO,2008,Diesel,26819,Salvador,alinhamento,181.57
FIAT,TORO,2022,Diesel,8798,Salvador,pastilhas_de_freio,133.81
HONDA,FIT,2018,Etanol,156215,Salvador,transmissao,760.36
FIAT,MOBI,2008,Etanol,243942,Salvador,pastilhas_de_freio,362.63
VOLKSWAGEN,JETTA,2002,Etanol,230259,Curitiba,cambio,6436.76
FIAT,TORO,2020,Gasolina,129544,Curitiba,alinhamento,167.04
FORD,FIESTA,2008,Gasolina,152254,Belo Horizonte,pastilhas_de_freio,301.5
CHEVROLET,ONIX,2013,Diesel,253800,Curitiba,transmissao,1076.83
HONDA,FIT,2018,Diesel,9415,Curitiba,alinhamento,128.92
CHEVROLET,SPIN,2006,Diesel,87638,São Paulo,superaquecimento_motor,1469.79
HONDA,CIVIC,2015,Diesel,18452,São Paulo,bateria,729.79
FORD,KA,2015,Gasolina,195457,Rio de Janeiro,pastilhas_de_freio,272.5
FIAT,MOBI,2000,Diesel,110205,Belo Horizonte,superaquecimento_motor,1777.56
HONDA,CIVIC,2003,Diesel,18170,São Paulo,superaquecimento_motor,1292.57
HONDA,FIT,2003,Etanol,16259,Belo Horizonte,velas_de_ignicao,128.48
FIAT,MOBI,2006,Diesel,284243,Belo Horizonte,transmissao,1363.23
VOLKSWAGEN,JETTA,2007,Diesel,140721,Salvador,cambio,4768.36
HONDA,FIT,2016,Diesel,129394,Manaus,bateria,954.21
FIAT,TORO,2004,Gasolina,172109,Manaus,pastilhas_de_freio,346.21
HONDA,FIT,2006,Etanol,273949,Manaus,superaquecimento_motor,2176.22
FORD,KA,2019,Diesel,254599,Belo Horizonte,superaquecimento_motor,1451.97
FORD,FIESTA,2019,Diesel,43147,Salvador,cambio,2626.03
FIAT,MOBI,2003,Etanol,74280,Rio de Janeiro,transmissao,935.7
FIAT,MOBI,2005,Diesel,177125,Rio de Janeiro,bateria,1424.75
VOLKSWAGEN,POLO,2006,Gasolina,97841,Manaus,bateria,1160.37
VOLKSWAGEN,POLO,2017,Diesel,124726,Rio de Janeiro,cambio,3474.49
FORD,FIESTA,2004,Gasolina,76215,Salvador,superaquecimento_motor,1494.41
VOLKSWAGEN,POLO,2019,Gasolina,112909,Manaus,superaquecimento_motor,1081.02
FIAT,TORO,2002,Diesel,273129,Salvador,superaquecimento_motor,2380.08
VOLKSWAGEN,JETTA,2006,Etanol,274535,Rio de Janeiro,superaquecimento_motor,2178.45
FORD,KA,2021,Gasolina,4861,Manaus,velas_de_ignicao,74.31
CHEVROLET,ONIX,2013,Etanol,261968,Salvador,velas_de_ignicao,177.57
HONDA,FIT,2006,Diesel,183000,Curitiba,cambio,5353.25
FORD,KA,2004,Gasolina,296508,Curitiba,bateria,1822.66
VOLKSWAGEN,POLO,2021,Diesel,249072,Salvador,alinhamento,205.9
FIAT,TORO,2004,Etanol,224402,Salvador,pastilhas_de_freio,384.56
VOLKSWAGEN,JETTA,2022,Diesel,42923,São Paulo,transmissao,495.33
FORD,KA,2001,Diesel,186968,São Paulo,alinhamento,317.88
FORD,FIESTA,2020,Gasolina,165912,Belo Horizonte,velas_de_ignicao,117.77
HONDA,FIT,2021,Diesel,173327,Manaus,velas_de_ignicao,115.37
VOLKSWAGEN,POLO,2005,Diesel,128165,Belo Horizonte,velas_de_ignicao,166.21
FIAT,TORO,2014,Diesel,230314,Belo Horizonte,alinhamento,250.43
FORD,FIESTA,2020,Gasolina,295673,Rio de Janeiro,velas_de_ignicao,150.57
FORD,FIESTA,2009,Etanol,144013,Curitiba,alinhamento,240.51
CHEVROLET,ONIX,2022,Etanol,1669,Rio de Janeiro,velas_de_ignicao,70.81
HONDA,CIVIC,2023,Diesel,216854,Manaus,superaquecimento_motor,1166.51
CHEVROLET,ONIX,2006,Gasolina,55786,Salvador,superaquecimento_motor,1349.02
VOLKSWAGEN,POLO,2004,Diesel,182155,São Paulo,pastilhas_de_freio,353.58
HONDA,CIVIC,2000,Etanol,20323,Manaus,velas_de_ignicao,138.81
FORD,KA,2012,Gasolina,230502,Salvador,cambio,5039.77
CHEVROLET,ONIX,2020,Etanol,257249,Manaus,pastilhas_de_freio,260.05
FORD,KA,2017,Etanol,6021,Salvador,alinhamento,131.76
HONDA,FIT,2012,Gasolina,113415,São Paulo,pastilhas_de_freio,248.05
FORD,KA,2020,Gasolina,270855,Salvador,velas_de_ignicao,144.3
FORD,FIESTA,2020,Diesel,7904,Belo Horizonte,alinhamento,119.74
FORD,KA,2017,Diesel,64033,Manaus,cambio,2977.99
HONDA,FIT,2004,Etanol,231659,São Paulo,alinhamento,324.9
HONDA,CIVIC,2012,Gasolina,120035,Salvador,superaquecimento_motor,1365.11
HONDA,CIVIC,2003,Gasolina,220859,Belo Horizonte,alinhamento,325.54
FORD,FIESTA,2016,Diesel,186168,Belo Horizonte,alinhamento,216.07
HONDA,CIVIC,2002,Etanol,221666,Curitiba,pastilhas_de_freio,399.94
HONDA,FIT,2016,Etanol,231853,Belo Horizonte,cambio,4491.2
FIAT,TORO,2010,Diesel,265237,Rio de Janeiro,bateria,1491.6
FORD,KA,2020,Gasolina,287062,São Paulo,alinhamento,228.3
FIAT,TORO,2019,Diesel,193708,São Paulo,transmissao,795.42
HONDA,FIT,2022,Diesel,189878,São Paulo,bateria,884.5
CHEVROLET,SPIN,2020,Diesel,140466,Salvador,superaquecimento_motor,1113.4
HONDA,FIT,2003,Diesel,124501,Manaus,cambio,5040.95
FIAT,MOBI,2001,Gasolina,260228,Salvador,cambio,6948.38
CHEVROLET,ONIX,2019,Diesel,92510,Rio de Janeiro,superaquecimento_motor,1027.61
FORD,KA,2015,Gasolina,93708,Manaus,alinhamento,180.45
CHEVROLET,ONIX,2017,Diesel,97819,Belo Horizonte,pastilhas_de_freio,205.54
FORD,FIESTA,2007,Etanol,235603,Salvador,bateria,1524.98
CHEVROLET,ONIX,2002,Gasolina,36303,Manaus,superaquecimento_motor,1396.59
HONDA,CIVIC,2008,Etanol,27453,Belo Horizonte,superaquecimento_motor,1182.47
FIAT,MOBI,2019,Diesel,199521,Manaus,transmissao,804.78
HONDA,CIVIC,2005,Diesel,156837,Belo Horizonte,alinhamento,272.83
FIAT,MOBI,2009,Diesel,222787,Manaus,bateria,1415.88
FORD,KA,2020,Gasolina,38057,Salvador,superaquecimento_motor,854.53
FIAT,MOBI,2009,Etanol,189060,Salvador,cambio,5033.24
